course_id,course_title,url,platform,subject,level,num_subscribers,num_reviews,rating,num_lectures,content_duration,instructor,language,tags,course_type,learning_path,playlist_id,skill_level_score,popularity_score,last_updated
CRS_0011,Docker and Kubernetes: The Complete Guide,https://www.udemy.com/course/docker-and-kubernetes-the-complete-guide/,Udemy,Docker & Kubernetes,Intermediate,290000,58000,4.6,360,22,Stephen Grider,English,"docker,kubernetes,ci/cd,deployment,containers",Video,DevOps Engineer Path,PL_005,2,0.1444,2024
CRS_0012,AWS Certified Solutions Architect – Associate,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,Udemy,Cloud Computing,Intermediate,700000,140000,4.7,400,27,Stephane Maarek,English,"aws,ec2,s3,rds,vpc,lambda,iam",Video,Cloud & DevOps Path,PL_001,2,0.2756,2024
CRS_0013,MLOps Specialization,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,Coursera,MLOps,Advanced,150000,20000,4.7,100,70,Andrew Ng,English,"mlops,model deployment,cicd ml,monitoring,data pipeline",Video,ML Engineer Path,PL_009,3,0.1453,2024
CRS_0014,ChatGPT Prompt Engineering for Developers,https://www.deeplearning.ai/short-courses/chatgpt-prompt-engineering-for-developers/,DeepLearning.AI,Prompt Engineering,Beginner,450000,40000,4.9,9,1.5,Isa Fulford,English,"prompt design,few-shot,chain of thought,openai api",Video,GenAI & LLM Path,PL_007,1,0.2598,2024
CRS_0015,Generative AI for Everyone,https://www.coursera.org/learn/generative-ai-for-everyone,Coursera,Generative AI,Beginner,400000,48000,4.8,25,6,Andrew Ng,English,"llm,chatgpt,gen ai,prompt design,use cases",Video,GenAI & LLM Path,PL_007,1,0.2232,2024
CRS_0016,Mastering Python Web Scraping,https://www.freecodecamp.org/learn/mastering-python-web-scraping-858,freeCodeCamp,Python Programming,Intermediate,320791,62143,4.8,25,2.1,Tim Buchalka,English,"asyncio,django,xml,oop,beginner,pypi,pip,virtual env,selenium",Interactive,Python Mastery Path,PL_011,2,0.2297,2021
CRS_0017,Modern Python Asyncio,https://www.deeplearning.ai/short-courses/modern-python-asyncio-877/,DeepLearning.AI,Python Programming,Intermediate,193023,14044,4.8,117,5.7,sentdex,English,"logging,xml,lambda,dataclasses,automation,pip",Article,Python Mastery Path,PL_011,2,0.1831,2024
CRS_0018,Python Data Structures – Project-Based Guide,https://course.fast.ai/python-data-structures-project-based-guide-847,Fast.ai,Python Programming,Beginner,785792,40740,4.7,177,22.9,Luciano Ramalho,English,"numpy,multiprocessing,regex,asyncio,matplotlib,functools,pydantic,celery",Video,Python Mastery Path,PL_011,1,0.2011,2024
CRS_0019,Python Asyncio Bootcamp,https://www.freecodecamp.org/learn/python-asyncio-bootcamp-987,freeCodeCamp,Python Programming,Beginner,272946,21339,4.6,180,26.9,Tech With Tim,Hindi,"regex,dataclasses,web scraping,pydantic,packaging",Bootcamp,Python Mastery Path,PL_011,1,0.1139,2024
CRS_0020,Complete Python APIs Course,https://www.freecodecamp.org/learn/complete-python-apis-course-750,freeCodeCamp,Python Programming,Beginner,70992,7181,4.8,46,1.3,CodeWithHarry,English,"numpy,profiling,pytest,file handling,web scraping,regex",Interactive,Python Mastery Path,PL_011,1,0.1701,2024
CRS_0021,Ultimate Python Algorithms Course,https://www.datacamp.com/courses/ultimate-python-algorithms-course-941,DataCamp,Python Programming,Beginner,1227732,300166,4.9,194,9.7,Python Engineer,Hindi,"unit testing,comprehensions,json,dataclasses,generators",Article,Python Mastery Path,PL_011,1,0.5169,2024
CRS_0022,Ultimate Python Game Development Course,https://ocw.mit.edu/courses/ultimate-python-game-development-course-242/,MIT OpenCourseWare,Python Programming,Beginner,643293,88787,4.6,70,16.2,Real Python,English,"design patterns,matplotlib,numpy,typing,pypi,django",Video,Python Mastery Path,PL_011,1,0.1909,2025
CRS_0023,Complete Python Databases Course,https://www.udemy.com/course/complete-python-databases-course-911/,Udemy,Python Programming,Beginner,558306,75150,4.5,151,43.4,Andrei Neagoie,Hindi,"fastapi,generators,regex,packaging,pypi,web scraping,pandas,typing",Video,Python Mastery Path,PL_011,1,0.1347,2021
CRS_0024,Mastering Python Memory Management,https://www.geeksforgeeks.org/courses/mastering-python-memory-management-214,GeeksforGeeks,Python Programming,Intermediate,42607,1847,4.5,121,7.2,sentdex,English,"xml,file handling,web scraping,python,profiling,unit testing,typing",Article,Python Mastery Path,PL_011,2,0.0441,2023
CRS_0025,Modern Python Data Analysis,https://www.kaggle.com/learn/modern-python-data-analysis-256,Kaggle,Python Programming,Advanced,140551,9224,4.8,27,2.5,Real Python,Hindi,"solid principles,file handling,numpy,clean code,pandas,python,fastapi",Video,Python Mastery Path,PL_011,3,0.176,2024
CRS_0026,Python for OOP,https://huggingface.co/learn/python-for-oop-999,Hugging Face,Python Programming,Advanced,47773,8557,4.5,153,19.6,Tech With Tim,Hindi,"asyncio,pypi,profiling,beautifulsoup,generators,solid principles,numpy,scripting,refactoring",Video,Python Mastery Path,PL_011,3,0.0498,2025
CRS_0027,Modern Python Testing,https://www.mygreatlearning.com/academy/modern-python-testing-806,Great Learning,Python Programming,Intermediate,294389,46871,4.8,220,58.5,David Malan,English,"debugging,itertools,json,click,sqlalchemy,context managers",Project-based,Python Mastery Path,PL_011,2,0.2158,2025
CRS_0028,Ultimate Python Databases Course,https://www.freecodecamp.org/learn/ultimate-python-databases-course-335,freeCodeCamp,Python Programming,Beginner,100479,23572,4.9,67,10.3,Keith Galli,English,"virtual env,python,generators,debugging,pydantic,decorators,pypi,packaging,oop",Video,Python Mastery Path,PL_011,1,0.2251,2024
CRS_0029,Python Databases – Comprehensive Guide,https://ocw.mit.edu/courses/python-databases-comprehensive-guide-690/,MIT OpenCourseWare,Python Programming,Beginner,249013,39790,4.8,59,15.7,David Beazley,English,"pytest,refactoring,requests,unit testing,csv,packages,multithreading,clean code",Video,Python Mastery Path,PL_011,1,0.2073,2025
CRS_0030,Hands-On Python Type Hints,https://scrimba.com/learn/hands-on-python-type-hints-200,Scrimba,Python Programming,Intermediate,266190,43446,4.7,49,2,CodeWithHarry,English,"json,profiling,lambda,unit testing,pypi",Interactive,Python Mastery Path,PL_011,2,0.1713,2022
CRS_0031,Learn Python Asyncio from Scratch,https://www.coursera.org/learn/learn-python-asyncio-from-scratch-995,Coursera,Python Programming,Intermediate,801785,167141,4.4,38,9.5,Mosh Hamedani,Hindi,"sqlite,unit testing,pypi,publishing,matplotlib",Video,Python Mastery Path,PL_011,2,0.1837,2022
CRS_0032,Advanced Python: Algorithms,https://cognitiveclass.ai/courses/advanced-python-algorithms-516,IBM Skills,Python Programming,Advanced,91445,17657,4.4,142,2,Python Engineer,Hindi,"requests,pip,json,decorators,file handling,regex,python,refactoring",Article,Python Mastery Path,PL_011,3,0.0198,2024
CRS_0033,Ultimate Python Security Course,https://www.codecademy.com/learn/ultimate-python-security-course-777,Codecademy,Python Programming,Beginner,1167742,134614,4.7,47,12.7,Krish Naik,English,"automation,packages,functools,pip,decorators,django,design patterns,numpy",Bootcamp,Python Mastery Path,PL_011,1,0.3001,2021
CRS_0034,Python Regex: Zero to Hero,https://developers.google.com/learn/python-regex-zero-to-hero-182,Google,Python Programming,Beginner,171760,9162,4.7,81,12.5,Fred Baptiste,English,"generators,fastapi,pypi,argparse,pytest,json",Video,Python Mastery Path,PL_011,1,0.1379,2022
CRS_0035,Intermediate Python: Scientific Computing,https://www.simplilearn.com/courses/intermediate-python-scientific-computing-309,Simplilearn,Python Programming,Intermediate,519642,100403,4.7,243,67,Fred Baptiste,English,"pytest,typing,json,scripting,click,sqlalchemy,itertools",Video,Python Mastery Path,PL_011,2,0.2327,2025
CRS_0036,Hands-On Python Data Analysis,https://www.mygreatlearning.com/academy/hands-on-python-data-analysis-650,Great Learning,Python Programming,Beginner,250226,47488,4.4,24,4.9,Raymond Hettinger,English,"selenium,typing,scripting,closures,generators,pytest",Bootcamp,Python Mastery Path,PL_011,1,0.0535,2024
CRS_0037,Python Testing Masterclass,https://www.codecademy.com/learn/python-testing-masterclass-641,Codecademy,Python Programming,Advanced,54021,10907,4.7,46,9,Luciano Ramalho,English,"click,mocking,matplotlib,itertools,multithreading",Bootcamp,Python Mastery Path,PL_011,3,0.132,2023
CRS_0038,Python Web Scraping Masterclass,https://www.coursera.org/learn/python-web-scraping-masterclass-451,Coursera,Python Programming,Intermediate,156727,9820,4.9,36,5.5,Tech With Tim,English,"argparse,pydantic,typing,selenium,beautifulsoup,packaging",Interactive,Python Mastery Path,PL_011,2,0.2175,2021
CRS_0039,Python Algorithms – Project-Based Guide,https://www.udemy.com/course/python-algorithms-project-based-guide-368/,Udemy,Python Programming,Advanced,54671,5795,4.6,170,9.5,Keith Galli,English,"design patterns,sqlite,matplotlib,debugging,xml,packaging",Article,Python Mastery Path,PL_011,3,0.088,2021
CRS_0040,Python Data Structures – Practical Guide,https://www.designgurus.io/course/python-data-structures-practical-guide-230,DesignGurus,Python Programming,Intermediate,69307,16495,4.7,26,7.2,Raymond Hettinger,English,"itertools,context managers,refactoring,pypi,oop",Interactive,Python Mastery Path,PL_011,2,0.1375,2024
CRS_0041,Learn Python Functional Programming from Scratch,https://www.edx.org/learn/learn-python-functional-programming-from-scratch-735,edX,Python Programming,Intermediate,251060,42959,4.9,163,29.7,David Beazley,English,"pytest,file handling,unit testing,packaging,modules,csv",Project-based,Python Mastery Path,PL_011,2,0.2499,2021
CRS_0042,Complete Python Memory Management Course,https://www.udacity.com/course/complete-python-memory-management-course-373,Udacity,Python Programming,Advanced,41190,9287,4.7,111,17.8,CodeWithHarry,Hindi,"refactoring,logging,multithreading,regex,oop,requests",Project-based,Python Mastery Path,PL_011,3,0.13,2024
CRS_0043,Learn Python Packaging from Scratch,https://www.designgurus.io/course/learn-python-packaging-from-scratch-297,DesignGurus,Python Programming,Beginner,187472,43199,4.4,140,31.3,Al Sweigart,English,"lambda,dataclasses,generators,clean code,publishing,closures,sqlalchemy,selenium",Video,Python Mastery Path,PL_011,1,0.0462,2025
CRS_0044,Mastering Python Packaging,https://www.udemy.com/course/mastering-python-packaging-139/,Udemy,Python Programming,Beginner,286112,43534,4.9,184,42.9,sentdex,English,"fastapi,xml,closures,profiling,refactoring",Video,Python Mastery Path,PL_011,1,0.2526,2024
CRS_0045,Scientific Computing with Python – Modern,https://www.wandb.courses/courses/scientific-computing-with-python-modern-546,W&B,Python Programming,Beginner,382723,36962,4.7,78,12,David Malan,English,"pandas,unit testing,numpy,argparse,profiling",Video,Python Mastery Path,PL_011,1,0.1732,2024
CRS_0046,Ultimate Python Regex Course,https://course.fast.ai/ultimate-python-regex-course-416,Fast.ai,Python Programming,Beginner,2240000,260651,4.4,71,9.7,Krish Naik,English,"comprehensions,json,logging,functools,matplotlib,scripting,packages,csv",Project-based,Python Mastery Path,PL_011,1,0.3474,2025
CRS_0047,Python CLI Tools Masterclass,https://www.kaggle.com/learn/python-cli-tools-masterclass-721,Kaggle,Python Programming,Advanced,66003,12291,4.5,132,15.2,David Malan,English,"web scraping,sqlite,publishing,argparse,pip,selenium,requests",Video,Python Mastery Path,PL_011,3,0.0539,2023
CRS_0048,Mastering Python Data Structures,https://www.mygreatlearning.com/academy/mastering-python-data-structures-788,Great Learning,Python Programming,Intermediate,204776,9612,4.4,155,17.8,Keith Galli,Hindi,"virtual env,unit testing,packages,automation,beginner,oop,pytest",Video,Python Mastery Path,PL_011,2,0.0203,2025
CRS_0049,Python Microservices Bootcamp,https://www.wandb.courses/courses/python-microservices-bootcamp-493,W&B,Python Programming,Intermediate,284104,40565,4.6,276,63.2,Raymond Hettinger,English,"json,pytest,automation,sqlalchemy,logging,python,solid principles,multithreading",Video,Python Mastery Path,PL_011,2,0.1301,2025
CRS_0050,Learn Python Testing from Scratch,https://www.geeksforgeeks.org/courses/learn-python-testing-from-scratch-783,GeeksforGeeks,Python Programming,Intermediate,115949,22369,4.7,127,28,Andrei Neagoie,English,"matplotlib,fastapi,comprehensions,solid principles,sqlite,celery,profiling,selenium,xml",Video,Python Mastery Path,PL_011,2,0.1451,2025
CRS_0051,Ultimate Python Testing Course,https://frontendmasters.com/courses/ultimate-python-testing-course-596/,FrontendMasters,Python Programming,Intermediate,400188,61033,4.4,230,35.2,Real Python,English,"dataclasses,sqlite,generators,debugging,functools,pytest",Video,Python Mastery Path,PL_011,2,0.0737,2024
CRS_0052,Hands-On Python Regex,https://www.coursera.org/learn/hands-on-python-regex-319,Coursera,Python Programming,Beginner,2240000,97402,4.5,23,3.4,Patrick Loeber,English,"csv,lambda,numpy,web scraping,decorators",Interactive,Python Mastery Path,PL_011,1,0.2561,2024
CRS_0053,Python Type Hints in Practice,https://www.simplilearn.com/courses/python-type-hints-in-practice-489,Simplilearn,Python Programming,Advanced,115457,6950,4.7,180,30.5,Telusko,English,"python,closures,itertools,solid principles,regex,csv,numpy,design patterns",Video,Python Mastery Path,PL_011,3,0.1326,2024
CRS_0054,Python for Generators,https://www.udemy.com/course/python-for-generators-841/,Udemy,Python Programming,Intermediate,585564,106511,4.7,29,2.5,Keith Galli,English,"packaging,web scraping,scripting,celery,numpy,beginner",Interactive,Python Mastery Path,PL_011,2,0.2416,2025
CRS_0055,Python Game Development Bootcamp,https://www.deeplearning.ai/short-courses/python-game-development-bootcamp-488/,DeepLearning.AI,Python Programming,Beginner,604951,92983,4.7,118,15.7,Harrison Chase,English,"pip,web scraping,comprehensions,lambda,solid principles,regex,dataclasses",Video,Python Mastery Path,PL_011,1,0.2319,2025
CRS_0056,Python Packaging Masterclass,https://frontendmasters.com/courses/python-packaging-masterclass-329/,FrontendMasters,Python Programming,Intermediate,54871,13674,4.9,169,34.5,Angela Yu,English,"clean code,sqlalchemy,oop,solid principles,beginner",Bootcamp,Python Mastery Path,PL_011,2,0.2143,2024
CRS_0057,Learn Python File Handling from Scratch,https://www.geeksforgeeks.org/courses/learn-python-file-handling-from-scratch-885,GeeksforGeeks,Python Programming,Intermediate,237129,53437,4.7,38,5.5,David Malan,English,"file handling,fastapi,publishing,design patterns,debugging,multiprocessing,clean code",Video,Python Mastery Path,PL_011,2,0.1775,2023
CRS_0058,Python Game Development Masterclass,https://www.codecademy.com/learn/python-game-development-masterclass-348,Codecademy,Python Programming,Intermediate,414198,91052,4.6,37,5.5,Corey Schafer,English,"logging,clean code,itertools,publishing,argparse",Interactive,Python Mastery Path,PL_011,2,0.1787,2022
CRS_0059,Professional Python Game Development,https://www.deeplearning.ai/short-courses/professional-python-game-development-449/,DeepLearning.AI,Python Programming,Beginner,837142,48277,4.7,183,50.9,Nicholas Renotte,English,"publishing,csv,mocking,beautifulsoup,multithreading",Video,Python Mastery Path,PL_011,1,0.2103,2025
CRS_0060,Hands-On Python Algorithms,https://www.deeplearning.ai/short-courses/hands-on-python-algorithms-376/,DeepLearning.AI,Python Programming,Intermediate,272566,11192,4.9,223,52,Krish Naik,English,"unit testing,numpy,clean code,requests,web scraping,xml,profiling,django,dataclasses",Video,Python Mastery Path,PL_011,2,0.2257,2024
CRS_0061,Python Generators in Practice,https://www.deeplearning.ai/short-courses/python-generators-in-practice-784/,DeepLearning.AI,Python Programming,Beginner,324130,57342,4.7,180,15.7,Python Engineer,English,"lambda,beginner,beautifulsoup,comprehensions,modules,packaging,pip,closures",Video,Python Mastery Path,PL_011,1,0.186,2024
CRS_0062,Hands-On Python Decorators,https://www.kaggle.com/learn/hands-on-python-decorators-187,Kaggle,Python Programming,Intermediate,74393,8700,4.7,164,39.3,Jose Portilla,Hindi,"profiling,csv,beautifulsoup,matplotlib,solid principles,pytest",Video,Python Mastery Path,PL_011,2,0.1315,2025
CRS_0063,Mastering Python Metaprogramming,https://www.udemy.com/course/mastering-python-metaprogramming-349/,Udemy,Python Programming,Intermediate,211281,22119,4.8,51,6.9,Tech With Tim,English,"click,django,context managers,requests,matplotlib,pandas,closures",Video,Python Mastery Path,PL_011,2,0.1907,2025
CRS_0064,Python GUI Development: Zero to Hero,https://www.deeplearning.ai/short-courses/python-gui-development-zero-to-hero-838/,DeepLearning.AI,Python Programming,Beginner,539663,122681,4.8,46,11.8,Tech With Tim,English,"comprehensions,multiprocessing,design patterns,numpy,solid principles,logging",Video,Python Mastery Path,PL_011,1,0.2918,2023
CRS_0065,Python Performance Optimization Bootcamp,https://explore.skillbuilder.aws/learn/course/python-performance-optimization-bootcamp-283,AWS Training,Python Programming,Intermediate,283253,41228,4.8,176,36.5,David Malan,English,"python,debugging,numpy,scripting,dataclasses,oop,decorators",Video,Python Mastery Path,PL_011,2,0.2105,2024
CRS_0066,Python File Handling: Zero to Hero,https://www.udemy.com/course/python-file-handling-zero-to-hero-448/,Udemy,Python Programming,Beginner,568705,56135,4.6,118,29,Tech With Tim,English,"decorators,typing,requests,multiprocessing,generators,json",Video,Python Mastery Path,PL_011,1,0.1601,2025
CRS_0067,Python Game Development – Complete Guide,https://neetcode.io/courses/python-game-development-complete-guide-221,Neetcode,Python Programming,Beginner,668547,160548,4.8,65,19,Tech With Tim,Hindi,"solid principles,csv,fastapi,packaging,refactoring,celery,virtual env,pandas,regex",Video,Python Mastery Path,PL_011,1,0.3302,2025
CRS_0068,Ultimate Python Concurrency Course,https://explore.skillbuilder.aws/learn/course/ultimate-python-concurrency-course-724,AWS Training,Python Programming,Advanced,29153,6376,4.5,22,4.9,Tech With Tim,English,"solid principles,pip,pydantic,typing,click",Interactive,Python Mastery Path,PL_011,3,0.0469,2022
CRS_0069,Complete Python Generators Course,https://www.coursera.org/learn/complete-python-generators-course-581,Coursera,Python Programming,Intermediate,64170,15182,4.7,203,21.2,Brad Traversy,English,"oop,virtual env,functools,debugging,packaging,logging,web scraping",Video,Python Mastery Path,PL_011,2,0.1361,2022
CRS_0070,Mastering Python Generators,https://www.mygreatlearning.com/academy/mastering-python-generators-535,Great Learning,Python Programming,Advanced,60135,13485,4.4,123,10.8,CodeWithHarry,Hindi,"numpy,virtual env,sqlalchemy,automation,dataclasses",Article,Python Mastery Path,PL_011,3,0.0145,2023
CRS_0071,Python Automation – Practical Guide,https://www.simplilearn.com/courses/python-automation-practical-guide-227,Simplilearn,Python Programming,Advanced,23003,4313,4.7,189,48.9,Raymond Hettinger,English,"logging,itertools,pypi,json,dataclasses,selenium,numpy,beautifulsoup",Project-based,Python Mastery Path,PL_011,3,0.1248,2025
CRS_0072,Python Scientific Computing – Complete Guide,https://scrimba.com/learn/python-scientific-computing-complete-guide-334,Scrimba,Python Programming,Advanced,73229,16973,4.7,154,29.6,Luciano Ramalho,English,"django,beginner,solid principles,argparse,dataclasses,flask,oop,packaging,modules",Video,Python Mastery Path,PL_011,3,0.1381,2025
CRS_0073,Modern Python Algorithms,https://www.youtube.com/watch?v=modern-python-algorithms-193,YouTube,Python Programming,Advanced,70513,14641,4.4,27,6.4,Raymond Hettinger,English,"closures,csv,lambda,comprehensions,click,multithreading,file handling,packaging",Video,Python Mastery Path,PL_011,3,0.0161,2025
CRS_0074,Python Networking: Zero to Hero,https://www.udacity.com/course/python-networking-zero-to-hero-190,Udacity,Python Programming,Intermediate,259629,28813,4.8,38,1.7,Python Engineer,English,"typing,comprehensions,multiprocessing,clean code,json,selenium,python",Interactive,Python Mastery Path,PL_011,2,0.1991,2025
CRS_0075,Automation with Python – Comprehensive,https://www.mygreatlearning.com/academy/automation-with-python-comprehensive-308,Great Learning,Python Programming,Intermediate,248232,40074,4.6,29,2.1,Ardit Sulce,English,"matplotlib,scripting,functools,sqlite,logging,beautifulsoup,multiprocessing",Interactive,Python Mastery Path,PL_011,2,0.1275,2021
CRS_0076,Mastering Python Scientific Computing,https://www.datacamp.com/courses/mastering-python-scientific-computing-330,DataCamp,Python Programming,Intermediate,154967,7462,4.9,47,1.9,Jose Portilla,English,"web scraping,multiprocessing,sqlalchemy,packaging,automation",Interactive,Python Mastery Path,PL_011,2,0.2155,2025
CRS_0077,Ultimate Python Metaprogramming Course,https://www.kaggle.com/learn/ultimate-python-metaprogramming-course-567,Kaggle,Python Programming,Intermediate,347212,51967,4.6,89,11.6,Ardit Sulce,Hindi,"automation,regex,packages,fastapi,selenium,design patterns,scripting,generators,dataclasses",Bootcamp,Python Mastery Path,PL_011,2,0.1431,2025
CRS_0078,Advanced Python: Design Patterns,https://www.simplilearn.com/courses/advanced-python-design-patterns-557,Simplilearn,Python Programming,Advanced,31999,1627,4.6,113,22.7,CodeWithHarry,Hindi,"requests,closures,lambda,matplotlib,solid principles,numpy,regex,web scraping,comprehensions",Video,Python Mastery Path,PL_011,3,0.0832,2024
CRS_0079,Python Generators: Zero to Hero,https://course.fast.ai/python-generators-zero-to-hero-584,Fast.ai,Python Programming,Intermediate,256360,44570,4.6,173,51,Brad Traversy,English,"regex,click,refactoring,mocking,sqlalchemy,automation,beautifulsoup,oop",Video,Python Mastery Path,PL_011,2,0.1316,2023
CRS_0080,Modern Python Game Development,https://huggingface.co/learn/modern-python-game-development-115,Hugging Face,Python Programming,Advanced,11356,2350,4.9,38,6.8,Harrison Chase,English,"csv,sqlalchemy,automation,generators,requests,refactoring",Video,Python Mastery Path,PL_011,3,0.2025,2024
CRS_0081,Hands-On Python Scientific Computing,https://course.fast.ai/hands-on-python-scientific-computing-424,Fast.ai,Python Programming,Intermediate,250280,14134,4.6,146,14.7,CodeWithHarry,English,"pypi,numpy,oop,celery,generators,pytest,pydantic,argparse",Project-based,Python Mastery Path,PL_011,2,0.1067,2024
CRS_0082,Learn Python Memory Management from Scratch,https://www.coursera.org/learn/learn-python-memory-management-from-scratch-554,Coursera,Python Programming,Intermediate,840000,43865,4.7,5,4.1,Real Python,English,"logging,itertools,beginner,oop,comprehensions,refactoring",Interactive,Python Mastery Path,PL_011,2,0.2069,2021
CRS_0083,Python APIs Masterclass,https://www.freecodecamp.org/learn/python-apis-masterclass-274,freeCodeCamp,Python Programming,Intermediate,125396,11330,4.6,29,5.6,Brad Traversy,Hindi,"asyncio,celery,regex,publishing,argparse,pytest",Interactive,Python Mastery Path,PL_011,2,0.0968,2025
CRS_0084,Mastering Python Decorators,https://www.udemy.com/course/mastering-python-decorators-659/,Udemy,Python Programming,Beginner,776242,130766,4.7,95,19.6,Harrison Chase,English,"generators,sqlite,closures,django,itertools,pydantic",Project-based,Python Mastery Path,PL_011,1,0.2729,2025
CRS_0085,Python Decorators: Zero to Hero,https://www.youtube.com/watch?v=python-decorators-zero-to-hero-342,YouTube,Python Programming,Advanced,215104,15770,4.6,48,5.2,Patrick Loeber,English,"flask,closures,pypi,functools,logging,mocking,beginner,click",Project-based,Python Mastery Path,PL_011,3,0.1059,2025
CRS_0086,Python OOP Masterclass,https://www.educative.io/courses/python-oop-masterclass-608,Educative,Python Programming,Advanced,81866,11426,4.7,195,50.3,Angela Yu,English,"clean code,unit testing,virtual env,fastapi,publishing,closures,packaging",Project-based,Python Mastery Path,PL_011,3,0.1342,2024
CRS_0087,Python Decorators Bootcamp,https://www.wandb.courses/courses/python-decorators-bootcamp-134,W&B,Python Programming,Intermediate,400667,45164,4.9,251,56.3,Real Python,English,"context managers,profiling,scripting,asyncio,functools,comprehensions,design patterns,csv,modules",Video,Python Mastery Path,PL_011,2,0.2609,2024
CRS_0088,Complete Python Security Course,https://www.edx.org/learn/complete-python-security-course-363,edX,Python Programming,Advanced,44279,1913,4.5,115,30.9,Fred Baptiste,Hindi,"unit testing,functools,design patterns,lambda,pypi,multiprocessing,web scraping,generators",Project-based,Python Mastery Path,PL_011,3,0.0442,2023
CRS_0089,Professional Python Generators,https://neetcode.io/courses/professional-python-generators-114,Neetcode,Python Programming,All Levels,548494,97810,4.6,40,3.9,Nicholas Renotte,English,"numpy,multiprocessing,web scraping,context managers,argparse,design patterns,unit testing",Video,Python Mastery Path,PL_011,2,0.1924,2024
CRS_0090,Python CLI Tools Bootcamp,https://www.freecodecamp.org/learn/python-cli-tools-bootcamp-435,freeCodeCamp,Python Programming,Beginner,488168,79577,4.8,24,5,Jose Portilla,English,"virtual env,sqlalchemy,generators,pydantic,web scraping,logging,itertools,publishing,csv",Interactive,Python Mastery Path,PL_011,1,0.254,2022
CRS_0091,Complete Python Automation Course,https://ocw.mit.edu/courses/complete-python-automation-course-238/,MIT OpenCourseWare,Python Programming,Beginner,602655,73232,4.8,52,9.5,Andrei Neagoie,English,"web scraping,context managers,click,design patterns,logging,numpy,csv,django",Video,Python Mastery Path,PL_011,1,0.2559,2023
CRS_0092,Ultimate Python Type Hints Course,https://www.mygreatlearning.com/academy/ultimate-python-type-hints-course-322,Great Learning,Python Programming,Advanced,99436,12039,4.4,187,52.3,sentdex,English,"sqlite,pytest,context managers,multithreading,argparse,packaging,numpy,sqlalchemy",Video,Python Mastery Path,PL_011,3,0.0158,2024
